"","County","Year","Lag_Ae.sierrensis","Lag_Ae.albopictus","Lag_Ae.aegypti","Lag_Ae.vexans","Lag_An.freeborni","Lag_Cs.incidencs","Lag_Cs.inornata","Lag_Cx.quinquefasciatus","Lag_Cx.tarsalis","Region","TotalPositive","TotalTested","PerPos","Lagged_Income","Lagged_PopDensity","Lagged_DogDensity","Lagged_HDU","Lagged_HDUday","Lagged_TotalPrecip","Bioregion"
"132","Madera",2017,1,NA,7.491071429,1,1.75,NA,2,43.84366197,17.95918367,"Central",21,741,2.834008097,56.305,71.50766373,14.31763586,623.6838499,125.9410464,260.466077,"SanJoaquinValley"
"133","Madera",2018,1,NA,11.02564103,NA,4.558823529,3.5,NA,34.9536903,25.95414847,"Central",15,639,2.34741784,64.827,72.18903855,14.42515002,443.1347365,122.440678,472.9153062,"SanJoaquinValley"
"134","Madera",2019,NA,NA,8.524271845,NA,4.962962963,NA,NA,64.10158014,59.06060606,"Central",13,672,1.93452381,NA,72.86669763,14.53608639,455.7936024,127.193073,304.2522059,"SanJoaquinValley"
"135","Madera",2020,NA,NA,4.696202532,NA,3.714285714,NA,NA,39.70197044,38.80609418,"Central",14,658,2.127659574,NA,73.07338597,14.66983744,615.6283078,124.7627119,300.164141,"SanJoaquinValley"
"136","Madera",2021,NA,NA,2.260869565,NA,2.818181818,2,NA,24.27568922,86.66323907,"Central",3,129,2.325581395,NA,73.27496516,NA,NA,NA,NA,"SanJoaquinValley"
"137","Marin",2012,5,NA,NA,NA,1,2.083333333,2.48,NA,8.388297872,"Central",30,9146,0.328012246,96.58,308.4251208,82.71054589,199.5641553,151.2916667,748.6142158,"BayDelta"
"138","Marin",2013,2,NA,NA,NA,2.285714286,1.944444444,1.884615385,NA,3.358490566,"Central",29,11326,0.256048031,95.749,309.2524155,82.37314251,125.3106869,156.4583333,1004.058145,"BayDelta"
"139","Marin",2014,1.909090909,NA,NA,NA,1.333333333,3.74796748,3.871794872,NA,5.172661871,"Central",40,12131,0.32973374,100.662,312.0881643,82.73130918,187.3703573,175.9166667,915.9050361,"BayDelta"
"140","Marin",2015,2.058823529,NA,NA,NA,2,2.320261438,5.683333333,NA,6.846153846,"Central",49,12721,0.385189844,103.845,314.4432367,83.28153623,168.0506429,159.6666667,468.9764933,"BayDelta"
"141","Marin",2016,1.461538462,NA,NA,NA,1,2.571428571,1.5,NA,2.372727273,"Central",35,11053,0.316656111,113.908,315.115942,83.55220048,199.4228719,157.875,575.9200425,"BayDelta"
"142","Marin",2017,1.363636364,NA,NA,NA,1,1.894736842,5.705882353,NA,6.977099237,"Central",44,11553,0.380853458,126.373,314.6884058,83.70940821,163.2549329,171.7083333,644.8137614,"BayDelta"
"143","Marin",2018,3.166666667,NA,NA,NA,1,2.324074074,2.5,NA,3.905172414,"Central",28,12096,0.231481481,110.843,313.7065217,83.88960386,122.5590496,164.5416667,985.8390474,"BayDelta"
"144","Marin",2019,1.181818182,NA,NA,NA,1,2.287356322,3.434210526,NA,4.822429907,"Central",29,12491,0.23216716,NA,313.6014493,83.92445652,101.6332793,153.125,588.8315293,"BayDelta"
"145","Marin",2020,3.642857143,NA,NA,NA,1,2.574712644,2.230769231,NA,8.786585366,"Central",31,14099,0.21987375,NA,312.5917874,84.05051932,179.6136474,169,833.1386716,"BayDelta"
"146","Marin",2021,NA,NA,NA,NA,NA,1.85,NA,NA,NA,"Central",11,3619,0.303951368,NA,310.7874396,NA,NA,NA,NA,"BayDelta"
"147","Merced",2012,2.5,NA,NA,NA,NA,NA,NA,NA,32.5,"Central",6,1306,0.45941807,40.687,131.0242547,25.93226983,550.7614063,123.236938,292.5208584,"SanJoaquinValley"
"148","Merced",2014,NA,NA,NA,1,3.714285714,1,NA,NA,9.696428571,"Central",13,1094,1.188299817,41.997,132.403234,26.01262658,566.0048016,131.9659781,339.3194742,"SanJoaquinValley"
"149","Merced",2015,3,NA,NA,4,1,7,NA,NA,4.418604651,"Central",11,1322,0.832072617,47.739,133.6124305,26.11749368,559.5935582,128.3475091,182.6177404,"SanJoaquinValley"
"150","Merced",2016,NA,NA,NA,27.2,34,7,8.5,NA,13.39583333,"Central",6,1559,0.384862091,47.735,134.5896918,26.1665144,583.7806819,132.9526124,254.029805,"SanJoaquinValley"
"151","Merced",2017,NA,NA,NA,29.625,1.777777778,14.14285714,1.8,NA,33.66129032,"Central",4,1399,0.285918513,57.745,135.2339565,26.19567863,578.8838181,128.7290401,287.2673973,"SanJoaquinValley"
"152","Merced",2018,NA,NA,2.882352941,2.8,3.3,6.888888889,1.75,NA,20.40243902,"Central",7,1607,0.435594275,61.167,136.9863567,26.45474381,400.907975,127.3171324,463.0443059,"SanJoaquinValley"
"153","Merced",2019,NA,NA,5.597701149,7.869565217,7.826086957,2.325581395,1.666666667,NA,10.38963532,"Central",2,1923,0.10400416,NA,138.5300657,26.60956241,425.2928708,130.9319563,317.7162492,"SanJoaquinValley"
"154","Merced",2020,1,NA,6.16509434,6.555555556,16.3125,2.125,2.094890511,NA,13.71032357,"Central",3,2048,0.146484375,NA,140.3132895,26.80192218,561.2490871,128.0425273,317.6772843,"SanJoaquinValley"
"155","Merced",2021,NA,NA,3.616161616,3.538461538,11.59375,2.173913043,1.272727273,NA,17.61705989,"Central",0,519,0,NA,141.1076301,NA,NA,NA,NA,"SanJoaquinValley"
"156","Monterey",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SoCal",19,4476,0.424486148,57.052,111.4972156,22.60141978,210.0567005,167.2,448.5108799,"CentralCoast"
"157","Monterey",2013,NA,NA,NA,NA,NA,5,2,NA,1,"SoCal",33,5234,0.630492931,57.864,112.6459825,22.61118907,194.8545889,154.2,569.4739029,"CentralCoast"
"158","Monterey",2014,1,NA,NA,NA,NA,6.789473684,1.5,3,4.727272727,"SoCal",31,7140,0.434173669,60.494,113.156192,22.69504216,273.183862,168.4666667,579.2313561,"CentralCoast"
"159","Monterey",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SoCal",21,7473,0.281011642,63.876,113.6237072,22.81829806,184.9542487,162.8666667,243.0864043,"CentralCoast"
"160","Monterey",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SoCal",28,7865,0.356007629,71.274,114.1744895,22.87495996,240.7656837,163.5333333,345.9368931,"CentralCoast"
"161","Monterey",2018,2,NA,NA,NA,NA,4.819672131,3,NA,89.79310345,"SoCal",34,7033,0.483435234,77.514,115.2304429,23.06415858,207.0918811,160.0666667,609.7578172,"CentralCoast"
"162","Monterey",2019,2,NA,NA,NA,NA,13.58227848,1.8,NA,4,"SoCal",24,9844,0.243803332,NA,115.0755768,23.18806577,220.2279705,151.6,472.4547687,"CentralCoast"
"163","Monterey",2020,4,NA,NA,NA,NA,10.69491525,2.076923077,NA,5.666666667,"SoCal",23,12508,0.183882315,NA,115.1050119,23.31816017,257.1005843,179.6,503.8734565,"CentralCoast"
"164","Monterey",2021,2.571428571,NA,NA,NA,1,6.719512195,2.615384615,NA,5.956521739,"SoCal",6,2543,0.235941801,NA,114.2683638,NA,NA,NA,NA,"CentralCoast"
"165","Napa",2013,12.66666667,NA,NA,NA,1.75,7.409090909,7,NA,23.9047619,"NorCal",19,5099,0.372622083,74.123,175.5868188,42.59556907,164.3560846,153.0740741,1034.101755,"BayDelta"
"166","Napa",2014,NA,NA,NA,NA,1,4.8,NA,NA,17.94117647,"NorCal",14,5495,0.25477707,75.513,176.9074778,42.75354373,252.4000732,166.0740741,847.8948539,"BayDelta"
"167","Napa",2016,2.75,NA,NA,NA,7,5.272727273,NA,NA,10.83333333,"NorCal",37,6156,0.601039636,86.562,178.5323194,43.17455006,258.6623894,152.9074074,559.3790059,"BayDelta"
"168","Napa",2017,4.076923077,NA,NA,NA,1.857142857,4.416666667,4.2,NA,27.2,"NorCal",34,6469,0.525583552,87.025,178.504436,43.21735108,231.8013349,163.4814815,627.8295109,"BayDelta"
"169","Napa",2018,17.8,NA,NA,NA,2,6.166666667,1.5,NA,172.5333333,"NorCal",33,7221,0.457000415,92.769,177.2851711,43.46870976,162.0757217,160.962963,948.9704729,"BayDelta"
"170","Napa",2019,11.88888889,NA,NA,NA,1.888888889,2.208333333,4.176470588,NA,18.225,"NorCal",34,6453,0.526886719,NA,175.904943,43.16287706,140.3810255,147.3333333,621.567427,"BayDelta"
"171","Napa",2020,9.705882353,NA,NA,NA,2.222222222,2.676470588,3.866666667,NA,52.08737864,"NorCal",46,6838,0.672711319,NA,174.5804816,43.31384791,242.859624,156.3888889,865.4913623,"BayDelta"
"172","Napa",2021,7.444444444,NA,NA,NA,1.181818182,7.584269663,10.171875,NA,31.60869565,"NorCal",8,1649,0.485142511,NA,172.3257288,NA,NA,NA,NA,"BayDelta"
"173","Nevada",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NorCal",48,2244,2.139037433,54.851,101.335729,33.34448665,144.0394793,168,1143.343288,"Sierra"
"174","Nevada",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NorCal",63,2170,2.903225806,56.917,100.7566735,33.17302053,57.27785969,173,2030.788665,"Sierra"
"175","Nevada",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NorCal",44,2340,1.88034188,54.177,100.5523614,33.27451335,208.3160772,175,1672.065531,"Sierra"
"176","Nevada",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NorCal",67,2403,2.78818144,59.022,101.2032854,33.463,179.4538193,179,1089.496437,"Sierra"
"177","Nevada",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NorCal",66,2807,2.351264695,65.385,101.3100616,33.66094251,168.6734354,173,1074.630483,"Sierra"
"178","Nevada",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NorCal",88,4694,1.874733703,66.299,101.5533881,33.74982752,164.7424021,181,1370.971387,"Sierra"
"179","Nevada",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NorCal",122,6095,2.001640689,68.818,102.0195072,33.95848665,75.52240992,182,2107.612538,"Sierra"
"180","Nevada",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NorCal",121,6596,1.834445118,NA,102.164271,34.20749076,75.18732071,176,1397.405722,"Sierra"
"181","Nevada",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NorCal",149,6527,2.282825188,NA,102.4178645,34.56113963,145.8567929,171,2069.767284,"Sierra"
"182","Nevada",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NorCal",47,1881,2.49867092,NA,102.2648871,NA,NA,NA,NA,"Sierra"
"183","Orange",2012,1,NA,NA,NA,NA,3.01320132,2.223880597,16.50040486,5.780534351,"SoCal",80,46424,0.17232466,74.163,3216.530591,680.6507363,461.3741096,130.2776801,400.773941,"SouthCoast"
"184","Orange",2013,1,NA,NA,NA,NA,3.376068376,1.285714286,18.1799507,5.568493151,"SoCal",129,36886,0.349726183,76.306,3246.907173,681.7051582,360.0569432,122.8927944,514.9337574,"SouthCoast"
"185","Orange",2014,3,NA,NA,NA,NA,3.447963801,1.75,21.04258443,11.4278481,"SoCal",174,38353,0.453680286,78.428,3275.263713,686.5595148,434.8163237,124.6713533,242.6208008,"SouthCoast"
"186","Orange",2015,1,NA,NA,NA,NA,2.192411924,1.86440678,30.04179255,9.956666667,"SoCal",119,40844,0.291352463,81.837,3298.03481,694.3627553,381.4526923,124.4112478,132.8384943,"SouthCoast"
"187","Orange",2016,1,NA,2.166666667,NA,NA,2.75,1.596153846,48.67601136,3.531190926,"SoCal",134,43108,0.310847175,86.217,3322.025316,700.1685527,433.868305,123.0193322,330.5486595,"SouthCoast"
"188","Orange",2017,3.166666667,4.210526316,2.260869565,1,NA,2.632369942,2.1875,34.96066253,3.96875,"SoCal",128,42439,0.301609369,89.759,3338.592827,706.0488333,378.0908751,126.7768014,198.2264542,"SouthCoast"
"189","Orange",2018,NA,1.777777778,1.721461187,NA,NA,3.775100402,2.46875,28.31311967,7.785485592,"SoCal",162,42069,0.385081652,95.934,3348.406118,713.7996118,289.7085113,134.5518453,655.9652365,"SouthCoast"
"190","Orange",2019,NA,4.888888889,3.57718894,2.25,NA,2.205555556,1.756410256,29.40684492,7.500582072,"SoCal",111,53154,0.208827181,NA,3350.182489,719.779635,326.9589371,125.2513181,249.6574609,"SouthCoast"
"191","Orange",2020,1.125,1.6,2.792402827,1.285714286,NA,3.282066869,2.429577465,22.69989744,5.49349523,"SoCal",114,70166,0.162471852,NA,3349.886076,724.2013418,402.8576573,130.3725835,251.1687801,"SouthCoast"
"192","Orange",2021,1.090909091,1,2.804347826,NA,NA,3.055248619,1.6,34.80870237,6.385749386,"SoCal",40,19687,0.203179763,NA,3340.566456,NA,NA,NA,NA,"SouthCoast"
"193","Placer",2012,4.408450704,NA,NA,8.157894737,13.61555556,4.834834835,NA,NA,30.77777778,"NorCal",144,12905,1.115846571,73.328,237.2356858,63.10342077,434.6917362,136.4913071,523.8034204,"Sierra"
"194","Placer",2013,4.272058824,NA,NA,14.60869565,10.22554348,6.241486068,NA,NA,37.57639939,"NorCal",127,17210,0.737943056,75.39,239.855526,63.1095526,304.6529003,140.3142305,693.9625638,"Sierra"
"195","Placer",2014,5.149700599,NA,NA,26.89285714,17.73596674,4.565217391,NA,NA,31.44397163,"NorCal",176,17481,1.006807391,75.708,243.2743009,63.72150866,470.4549749,149.0244688,622.0608697,"Sierra"
"196","Placer",2015,3.674285714,NA,NA,8,8.404109589,4.650485437,NA,NA,21.08615819,"NorCal",156,18945,0.823436263,85.426,245.8169108,64.37475233,444.7070149,143.1184804,443.5042468,"Sierra"
"197","Placer",2016,2.978947368,NA,NA,44,15.36345382,4.88125,NA,NA,22.39255014,"NorCal",138,19493,0.707946442,80.728,248.2296937,65.17066312,418.6065431,147.1899549,438.6315822,"Sierra"
"198","Placer",2017,5.241134752,NA,NA,13.75,22.40169133,3.779126214,NA,NA,41.33367662,"NorCal",165,21125,0.781065089,88.592,252.292277,65.9874221,411.9492106,147.86349,566.2426136,"Sierra"
"199","Placer",2018,4.95112782,NA,NA,4.526315789,12.89945652,4.123134328,NA,NA,31.0075662,"NorCal",215,24721,0.869705918,97.723,256.4014647,67.01143675,276.0582717,149.909208,821.7200723,"Sierra"
"200","Placer",2019,4.552036199,NA,NA,11.95,12.38256659,4.517027864,NA,NA,47.68625147,"NorCal",187,29203,0.64034517,NA,261.2050599,68.31751531,250.1801681,140.1184804,588.0007865,"Sierra"
"201","Placer",2020,5.836734694,NA,1,5.80952381,17.25697504,3.903954802,NA,NA,40.66157462,"NorCal",233,33040,0.705205811,NA,265.1990679,69.06150999,382.7495359,136.075982,810.34649,"Sierra"
"202","Placer",2021,5.5,NA,NA,40.01923077,39.28163993,3.982608696,NA,NA,44.93540052,"NorCal",32,9682,0.330510225,NA,268.2756325,NA,NA,NA,NA,"Sierra"
"203","Riverside",2012,NA,NA,NA,43.73487032,NA,2.08988764,7.176842105,15.30254777,97.15170604,"SoCal",58,11724,0.494711702,54.095,305.9112693,67.86587485,732.1171246,121.3910412,237.0837383,"SouthCoast"
"204","Riverside",2013,NA,NA,NA,60.84892086,NA,2.41025641,8.749360614,22.40106773,176.6343476,"SoCal",44,12233,0.359682825,57.006,309.6267287,67.68460906,660.3626296,118.3950767,320.8083961,"SouthCoast"
"205","Riverside",2014,1,NA,NA,22.27034884,NA,2.565789474,7.364321608,22.0788872,100.6090487,"SoCal",46,11438,0.402168211,58.292,313.1254279,68.19326304,773.6109415,126.1658596,127.9366054,"SouthCoast"
"206","Riverside",2015,NA,NA,NA,16.40712468,NA,8.857923497,9.353741497,13.20979021,98.57390015,"SoCal",88,12829,0.685945904,60.134,317.1521293,68.9424557,737.6022591,119.6212672,104.6114003,"SouthCoast"
"207","Riverside",2016,1.416666667,NA,1.714285714,13.82072368,NA,8.5,5.643122677,15.59732792,58.80551053,"SoCal",71,13786,0.515015233,63.944,321.2126523,69.51534301,729.459967,117.8321227,216.8371928,"SouthCoast"
"208","Riverside",2017,1,NA,2.404494382,12.96256684,NA,6.224817518,4.389189189,12.60760999,69.56607098,"SoCal",53,12892,0.411107664,66.964,325.9045598,69.90032261,723.0315968,124.2288136,92.85484833,"SouthCoast"
"209","Riverside",2018,2.214285714,NA,2.840764331,5.636094675,NA,5.648550725,5.136363636,13.92090095,66.69623529,"SoCal",58,13675,0.424131627,73.26,330.68109,70.64598412,580.9852649,122.4465295,339.0467064,"SouthCoast"
"210","Riverside",2019,1,NA,3.165873555,9.165354331,2.2,3.700665188,4.57218543,10.05366277,63.24166892,"SoCal",40,20790,0.192400192,NA,334.9019581,71.34994441,605.5460288,121.0127119,129.1708957,"SouthCoast"
"211","Riverside",2020,2,NA,3.782745098,18.23513514,3,4.81270183,5.710045662,14.01742372,98.87300797,"SoCal",43,27638,0.155582893,NA,338.2919348,72.07097193,779.600354,114.2522195,114.441929,"SouthCoast"
"212","Riverside",2021,1,NA,3.509492274,13.29777778,1,6.180285344,5.42384106,12.41820475,133.7116385,"SoCal",18,7940,0.226700252,NA,340.8445844,NA,NA,NA,NA,"SouthCoast"
"213","Sacramento",2012,3.504761905,NA,NA,13.46835443,5.078692494,6.415322581,2.128205128,NA,17.34673367,"NorCal",233,29242,0.796799125,52.936,1442.384306,343.6509819,464.5594457,129.1690768,431.9503902,"SacramentoValley"
"214","Sacramento",2013,2.472,NA,NA,20.78947368,8.677484787,8.253004005,1.933333333,NA,20.03582853,"NorCal",234,30349,0.771030347,55.842,1453.573441,343.6386278,337.8414544,134.8642937,547.904504,"SacramentoValley"
"215","Sacramento",2014,2.939393939,NA,NA,24.62222222,11.04494382,8.375210793,4.72,NA,33.38592751,"NorCal",263,31650,0.830963665,58.942,1466.137827,345.1884527,493.9985508,142.419911,517.9113564,"SacramentoValley"
"216","Sacramento",2015,4.248175182,NA,NA,18.67010309,7.956175299,11.0088,2.363636364,NA,26.54226268,"NorCal",248,35222,0.704105389,59.78,1483.81992,347.0922233,479.8755599,135.4721913,348.6844623,"SacramentoValley"
"217","Sacramento",2016,3.85106383,NA,NA,5.12195122,9.373173971,12.73735581,1.681818182,NA,34.79877634,"NorCal",234,37713,0.620475698,63.045,1502.690141,348.1824748,449.6134189,142.3770857,366.9640371,"SacramentoValley"
"218","Sacramento",2017,4.038095238,NA,NA,11.0620155,4.549248748,12.88472834,2.206896552,NA,23.46326754,"NorCal",304,44013,0.690705019,69.767,1520.107646,349.5062193,446.7159752,141.625139,467.768366,"SacramentoValley"
"219","Sacramento",2018,7.259036145,NA,NA,12.25675676,4.137704918,12.35044825,1.592592593,NA,22.828125,"NorCal",271,45984,0.589335421,72.017,1536.520121,351.9492475,303.2078387,138.8921023,673.7864486,"SacramentoValley"
"220","Sacramento",2019,2.614678899,NA,NA,4.206349206,6.797814208,11.31139241,1.636363636,NA,21.99755202,"NorCal",288,58210,0.49476035,NA,1548.034205,354.8543199,275.8285518,131.9849833,475.8683329,"SacramentoValley"
"221","Sacramento",2021,2.042553191,NA,NA,9.821428571,10.47800587,8.180147059,1.25,NA,22.2062982,"NorCal",59,19635,0.30048383,NA,1568.557344,NA,NA,NA,NA,"SacramentoValley"
"222","SanBenito",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SoCal",3,441,0.680272109,NA,40.27122302,7.887028777,177.3361162,171.5833333,381.3513668,"CentralCoast"
"223","SanBenito",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SoCal",1,202,0.495049505,NA,40.71870504,7.896305036,145.9636896,159.7833333,426.4107665,"CentralCoast"
"224","SanBenito",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SoCal",1,259,0.386100386,NA,41.17913669,7.920158273,180.6627755,172.7,453.793351,"CentralCoast"
"225","SanBenito",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SoCal",0,104,0,NA,41.60071942,7.932526619,121.7577008,163.85,214.1901623,"CentralCoast"
"226","SanBenito",2016,NA,NA,NA,NA,1,3.555555556,1.2,NA,3.046511628,"SoCal",0,238,0,NA,41.88201439,7.967864748,171.1270398,168.6666667,314.8330505,"CentralCoast"
"227","SanBenito",2017,2.666666667,NA,NA,NA,1.5,3.428571429,1.466666667,NA,3.411290323,"SoCal",2,315,0.634920635,NA,42.60791367,8.012479137,189.1554611,165.6666667,345.6686398,"CentralCoast"
"228","SanBenito",2018,1,NA,NA,NA,1.721311475,5.293478261,2.150943396,NA,4.163865546,"SoCal",0,408,0,NA,43.28345324,8.095965468,115.3476403,162.8833333,577.1262415,"CentralCoast"
"229","SanBenito",2019,2,NA,NA,NA,3.302631579,2.980519481,1.720930233,NA,4.51396648,"SoCal",0,500,0,NA,44.22086331,8.222299281,115.9218018,154.9833333,383.7997674,"CentralCoast"
"230","SanBenito",2020,2,NA,NA,NA,1.553191489,4.125603865,1.538461538,NA,4.100917431,"SoCal",0,634,0,NA,45.18561151,8.379553957,162.5353927,190.25,409.4503215,"CentralCoast"
"231","SanBenito",2021,2,NA,NA,NA,1.538461538,4.048,1.272727273,NA,5.77027027,"SoCal",1,151,0.662251656,NA,46.08273381,NA,NA,NA,NA,"CentralCoast"
"232","SanBernardino",2012,2.625,NA,NA,5.6,2.090909091,4.069587629,2.648351648,17.21057835,13.73386384,"SoCal",23,5779,0.397992732,52.323,102.5032082,21.44232758,391.036352,144.2172635,503.2952236,"SouthCoast"
"233","SanBernardino",2013,9.5,NA,NA,20.56,NA,2.395104895,3.342857143,9.971857411,18.73556231,"SoCal",35,6234,0.561437279,52.041,103.1341457,21.38387466,278.5865883,141.0154997,658.738834,"SouthCoast"
"234","SanBernardino",2014,1.25,NA,NA,56.3,NA,3.182634731,3.122807018,17.62592344,28.12219451,"SoCal",46,6989,0.658177135,53.803,103.5930366,21.47711226,439.9171731,153.6226617,341.3133311,"SouthCoast"
"235","SanBernardino",2015,1.5,NA,NA,184.9166667,NA,6.43359375,5.53125,18.48102246,36.16120219,"SoCal",36,8732,0.412276683,56.337,104.4108928,21.6332005,399.471638,147.3968466,175.0378098,"SouthCoast"
"236","SanBernardino",2016,7,NA,1.3,2.181818182,NA,5.192307692,3.402777778,24.80806142,13.96287129,"SoCal",39,9238,0.422169301,60.42,105.2181547,21.73553892,406.2462344,141.9778193,522.0653787,"SouthCoast"
"237","SanBernardino",2017,1,NA,1,73.54545455,4,3.934911243,3.901639344,23.02351558,30.78,"SoCal",49,9589,0.51100219,63.857,106.0412833,21.8164385,345.3613362,148.8097274,309.7276795,"SouthCoast"
"238","SanBernardino",2018,5,2.44,3.923076923,175.7272727,NA,4.858280255,3.283505155,21.00661667,16.58280657,"SoCal",65,11159,0.58248947,67.903,106.9855757,21.96593017,251.4756423,156.5232496,890.9095444,"SouthCoast"
"239","SanBernardino",2019,7.333333333,2.8125,2.939490446,26.44444444,3,3.595862069,3.276595745,14.78053097,14.18057456,"SoCal",59,17128,0.344465203,NA,107.7718478,22.16938543,227.2977868,134.7624265,360.0388521,"SouthCoast"
"240","SanBernardino",2020,1.909090909,2.166666667,4.337159254,8.857142857,NA,4.913711584,3.088607595,20.58151052,18.31262136,"SoCal",63,24723,0.254823444,NA,108.4349664,22.33649848,377.1224045,146.8511491,288.8860804,"SouthCoast"
"241","SanBernardino",2021,2.411764706,2.214285714,5.262472885,5.9,NA,3.783821478,2.84137931,21.38903743,13.53348468,"SoCal",17,6865,0.247632921,NA,108.8874907,NA,NA,NA,NA,"SouthCoast"
"242","SanDiego",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SoCal",107,42449,0.252067187,61.426,693.1409633,158.5472536,356.6394289,138.4888944,378.7493778,"SouthCoast"
"243","SanDiego",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SoCal",169,46104,0.366562554,66.192,701.3555015,158.6177972,275.7210227,129.1420015,427.1100212,"SouthCoast"
"244","SanDiego",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SoCal",203,46694,0.434745363,67.32,709.1842687,159.6452908,365.4418231,137.1212877,212.4324986,"SouthCoast"
"245","SanDiego",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SoCal",201,53234,0.377578239,70.824,717.825232,161.1231776,273.7315386,138.4913901,177.9378514,"SouthCoast"
"246","SanDiego",2016,1,NA,4.338129496,NA,NA,2.843283582,3.623529412,4.663230241,5.002320186,"SoCal",221,54798,0.40329939,76.207,724.8895272,162.0458056,356.9700728,135.5700025,314.5926587,"SouthCoast"
"247","SanDiego",2017,1.333333333,2.5,2.095238095,NA,NA,3.844036697,2.5,9.539735099,26.0218254,"SoCal",198,57550,0.344048653,79.079,730.4659744,163.1179315,325.1072303,143.5909658,180.7919379,"SouthCoast"
"248","SanDiego",2018,1.5,NA,6.760655738,NA,NA,2.913857678,2.625,12.09393939,8.005535055,"SoCal",210,61026,0.344115623,83.985,733.812859,164.7287658,207.6281933,144.1966559,520.098294,"SouthCoast"
"249","SanDiego",2019,1,NA,3.727496917,NA,NA,2.06,1.56626506,6.684979138,4.299352751,"SoCal",192,73774,0.26025429,NA,736.6020769,166.1015157,276.0745325,133.1267781,296.3387038,"SouthCoast"
"250","SanDiego",2020,1.25,1,2.718894009,NA,NA,2.57730812,2.06372549,6.611577181,7.270078181,"SoCal",248,98456,0.251889169,NA,737.589483,167.3947684,302.4069586,142.22286,211.3674097,"SouthCoast"
"251","SanDiego",2021,1.086956522,NA,2.595744681,1,NA,2.815656566,2.666666667,10.25273632,7.585651537,"SoCal",76,26813,0.283444598,NA,736.2852408,NA,NA,NA,NA,"SouthCoast"
"252","SanFrancisco",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central",36,13334,0.269986501,85.07,17635.65957,4923.744383,178.9482589,143,681.6984105,"BayDelta"
"253","SanFrancisco",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central",47,14831,0.316903783,92.094,17863.23404,4977.332213,225.1486235,168,644.2595497,"BayDelta"
"254","SanFrancisco",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central",52,15229,0.341453805,103.801,18101.06383,5050.607234,194.31776,147,358.3933232,"BayDelta"
"255","SanFrancisco",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central",51,16228,0.314271629,110.816,18361.91489,5097.480255,202.9014244,146,416.7539982,"BayDelta"
"256","SanFrancisco",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central",85,14870,0.571620713,112.376,18542.80851,5131.772809,220.8538756,163,507.7111357,"BayDelta"
"257","SanFrancisco",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central",48,14605,0.32865457,123.859,18681.70213,5193.734553,145.4402752,159,690.4842821,"BayDelta"
"258","SanFrancisco",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central",43,17560,0.244874715,NA,18738.21277,5244.840255,121.5289729,146,435.6992972,"BayDelta"
"259","SanJoaquin",2012,2.777777778,NA,NA,35.17518248,1.549450549,8.826568266,4.35952381,6.661016949,12.54043768,"Central",48,5219,0.919716421,51.432,486.9242637,101.1076297,514.0037971,127.4888211,277.9561551,"BayDelta"
"260","SanJoaquin",2013,1.75,NA,NA,15.93055556,2.06122449,5.059405941,3.353211009,5.185185185,12.94674556,"Central",53,6823,0.776784406,51.659,490.5981767,101.0150561,379.8213545,133.1778455,420.6754528,"BayDelta"
"261","SanJoaquin",2014,2.055555556,NA,NA,58.09195402,2.221052632,5.331050228,5.467980296,14.93617021,19.71566265,"Central",64,7410,0.863697706,53.705,492.3183731,101.5898738,563.0129639,142.6239837,268.5216204,"BayDelta"
"262","SanJoaquin",2015,1.444444444,NA,NA,54.83783784,1.489795918,5.162025316,3.859296482,38.75409836,40.94129834,"Central",60,9051,0.662910176,59.518,499.0035063,102.2818079,588.886839,134.245935,148.8793758,"BayDelta"
